pmm,smm,vmm,exclude,deceased,first_name,nick_name,last_name,organization_name,total_donations,total_pledge,largest_gift,largest_gift_appeal,first_gift_date,last_gift_date,last_gift_amount,last_gift_request,last_gift_appeal,address_line1,address_line2,city,contact_phone_type,phone_restrictions,email_restrictions,communication_restrictions,subscription_events_in_person,subscription_events_magazine,communication_preference,__ml_lable,__ml_total_invitations,__ml_total_attendance,__ml_last_invitation_attendance,__ml_invitation_acceptance_rate,__ml_total_donations,__ml_largest_gift,__ml_last_gift_amount
Maria González,Carlos Hernández,Hassan Ahmed,yes,no,John,Peach,Lee,,0,0,0,Appeal2,0,0,0,1732596215,Appeal2,676 Elmwood Court,Apt 565,Kelowna,Home,Do Not Call,No Mass Communications,No Mass Appeals,Opt-in,Opt-in,Inspiration event,1,1,1,1,1.0,73937,15812,10806
Peter Smith,Jane Doe,Chao Nguyen,yes,no,Leila,,Kim,,0,140966,0,Appeal3,0,0,0,1716349177,Appeal1,505 Willow Way,Unit 999,Nanaimo,Home,No Mass Communications,No Mass Communications,Do Not Email,Opt-in,Opt-in,Holiday Card,1,8,4,0,0.5,71484,16690,9709
Hiroshi Nakamura,Alice Smith,Priya Gupta,yes,no,Fatima,,Ivanov,,0,445203,0,Appeal1,0,0,0,1722532003,Appeal1,787 Sprucewood Drive,,Langley,Home,No Mass Appeals,No Mass Appeals,No Mass Appeals,Opt-out,Opt-in,Magazine,0,7,4,1,0.5714285714285714,10508,2218,284
Maria González,Carlos Hernández,Hassan Ahmed,yes,no,Hassan,,Brown,Frobozz Magic Co.,0,258000,0,Appeal3,0,0,0,1736906909,Appeal2,898 Willowwood Road,,Salmon Arm,Home,,No Mass Communications,,Opt-in,Opt-out,,1,15,15,1,1.0,10344,5466,374
Peter Smith,Jane Doe,Sven Müller,yes,no,John,,Gupta,Gag Gifts Galore,0,65688,0,Appeal2,0,0,0,1714401354,Appeal3,444 Dogwood Court,Apt 707,Victoria,Home,,No Mass Communications,No Mass Appeals,Opt-in,Opt-in,Newsletter,1,7,6,1,0.8571428571428571,61418,26130,6579
Hiroshi Nakamura,Bob Brown,Priya Gupta,no,no,Mei,,김,Prankster Partners,966234,259086,54225,Appeal3,1587403460,925477056,391807,1723620370,Appeal1,1515 Magnoliawood Lane,Unit 999,Delta,Mobile,Do Not Call,Do Not Email,No Mass Communications,Opt-out,Opt-out,Inspiration event,1,3,1,1,0.3333333333333333,7591,4566,2548
Maria González,Carlos Hernández,Hassan Ahmed,yes,no,John,,Smirnov,Goofy Gadgets,115735,824825,86426,Appeal3,1650086900,653595542,2036,1716315734,Appeal3,888 Sequoia Circle,Unit 333,Williams Lake,Mobile,No Surveys,Do Not Email,,Opt-out,Opt-out,,1,11,8,0,0.7272727272727273,90126,63203,17061
Gurtrude Schmidt,Jane Doe,Sven Müller,yes,no,Rajesh,Sweetheart,Kim,,0,503079,0,Appeal2,0,0,0,1735899423,Appeal2,787 Sprucewood Drive,,Campbell River,Mobile,,No Mass Communications,No Mass Appeals,Opt-in,Opt-in,,1,9,6,1,0.6666666666666666,68382,42537,26530
Hiroshi Nakamura,Bob Brown,Olga Smirnov,yes,no,Alice,Babe,Chen,,135021,0,33396,Appeal2,1623104337,945424556,72390,1713094053,Appeal2,777 Laurel Way,Apt 444,Burnaby,Home,No Surveys,Do Not Email,,Opt-in,Opt-in,Magazine,1,10,8,1,0.8,36424,7554,4508
Hiroshi Nakamura,Alice Smith,Olga Smirnov,no,no,Peter,Sugar,Lee,Whatchamacallit Corp.,347680,0,236301,Appeal2,1654875658,1739679091,3814,1733501524,Appeal1,606 Aspen Circle,Apt 505,Abbotsford,Work,No Mass Appeals,No Mass Communications,No Mass Appeals,Opt-in,Opt-in,Event,1,16,16,1,1.0,4968,4184,884
Parvati Patel,Bob Brown,Olga Smirnov,yes,no,Mei,,Cohen,,0,0,0,Appeal2,0,0,0,1728681576,Appeal2,202 Cedar Court,,Delta,Work,Do Not Call,Do Not Email,No Mass Communications,Opt-out,Opt-in,Research update,1,14,14,1,1.0,40935,18695,16788
Hiroshi Nakamura,Alice Smith,Priya Gupta,no,no,Sven,,王,,968794,0,289145,Appeal3,1629062883,247964631,176253,1717156024,Appeal3,606 Aspen Circle,Apt 222,Coquitlam,Work,No Mass Communications,No Mass Communications,No Surveys,Opt-out,Opt-out,Newsletter,0,9,6,0,0.6666666666666666,27071,19546,12363
Hiroshi Nakamura,Alice Smith,Olga Smirnov,yes,no,Hassan,,Cohen,,0,447952,0,Appeal3,0,0,0,1735839603,Appeal2,232 Oakwood Street,,Langley,Mobile,No Mass Communications,No Mass Appeals,,Opt-in,Opt-in,Thank you,0,3,1,1,0.3333333333333333,75096,45542,38466
Hiroshi Nakamura,Bob Brown,Priya Gupta,no,no,Carlos,,Kim,,0,915097,0,Appeal1,0,0,0,1720517948,Appeal2,505 Willow Way,Unit 202,Coquitlam,Mobile,No Mass Appeals,No Mass Appeals,Do Not Email,Opt-in,Opt-out,Survey,0,5,3,0,0.6,97855,81716,16564
Gurtrude Schmidt,John Doe,Sven Müller,yes,no,Priya,Snookums,Hernández,,769616,387475,454550,Appeal1,1619645797,1179249338,75072,1710468469,Appeal1,565 Cedarwood Boulevard,,Saanich,Work,,No Mass Appeals,No Mass Appeals,Opt-out,Opt-out,Survey,0,8,6,1,0.75,41320,18724,1879
Parvati Patel,Bob Brown,Olga Smirnov,no,no,Dimitri,,Hernández,,347739,0,299071,Appeal1,1715158247,607577182,126984,1728184633,Appeal2,1313 Poplarwood Street,Unit 111,New Westminster,Home,,Do Not Email,No Surveys,Opt-in,Opt-in,Inspiration event,1,13,13,1,1.0,42614,12014,6204
Hiroshi Nakamura,Bob Brown,Olga Smirnov,yes,no,Mei,,Silva,,587482,114429,360225,Appeal3,1695628820,714512501,14397,1724116732,Appeal1,456 Oak Avenue,,Surrey,Home,,No Mass Appeals,No Mass Appeals,Opt-in,Opt-out,Appeal,0,11,10,0,0.9090909090909091,43057,9032,2121
Gurtrude Schmidt,Jane Doe,Chao Nguyen,yes,no,Juan,,Nakamura,,461830,916811,377305,Appeal3,1663800329,176641376,3052,1727484657,Appeal2,666 Juniper Road,Apt 666,Victoria,Mobile,No Surveys,Do Not Email,,Opt-in,Opt-in,Thank you,0,1,1,1,1.0,16827,8437,7026
Gurtrude Schmidt,Jane Doe,Sven Müller,yes,no,Alice,,Smirnov,,0,336626,0,Appeal2,0,0,0,1733691080,Appeal1,222 Sycamore Lane,,Saanich,Work,No Mass Appeals,No Surveys,No Surveys,Opt-in,Opt-out,Inspiration event,1,11,11,0,1.0,18288,11358,9128
Hiroshi Nakamura,Alice Smith,Priya Gupta,yes,no,Leila,,Ahmed,,636533,46052,50599,Appeal1,1739597349,1379602931,88102,1717274720,Appeal1,333 Magnolia Boulevard,,Richmond,Home,Do Not Call,Do Not Email,,Opt-out,Opt-in,Survey,1,13,11,0,0.8461538461538461,95188,66649,15250
Parvati Patel,Bob Brown,Olga Smirnov,no,no,Fatima,,López,,0,508417,0,Appeal1,0,0,0,1726202227,Appeal3,666 Juniper Road,Unit 111,Langley,Work,No Mass Appeals,No Mass Communications,No Surveys,Opt-out,Opt-in,Research update,1,13,13,0,1.0,46598,19927,18249
Hiroshi Nakamura,Alice Smith,Olga Smirnov,yes,no,Amina,Cutie,Singh,,0,777130,0,Appeal1,0,0,0,1732321158,Appeal1,232 Oakwood Street,Apt 444,North Vancouver,Work,,No Mass Appeals,No Mass Appeals,Opt-out,Opt-out,,1,12,11,1,0.9166666666666666,60017,55577,21058
Hiroshi Nakamura,Bob Brown,Olga Smirnov,yes,no,Chao,Dear,김,,513203,316872,59217,Appeal3,1727708650,947043497,20610,1711419753,Appeal3,1818 Juniperwood Drive,Unit 111,Delta,Mobile,No Mass Communications,No Mass Communications,No Mass Appeals,Opt-out,Opt-in,Magazine,1,5,3,1,0.6,31581,30043,12278
Parvati Patel,Alice Smith,Olga Smirnov,no,no,Jane,,Jones,,158698,583344,73062,Appeal3,1706709440,601543224,84092,1733473717,Appeal2,777 Laurel Way,Apt 303,Surrey,Work,No Surveys,,Do Not Email,Opt-in,Opt-in,,1,2,1,1,0.5,85872,84904,53059
Parvati Patel,Alice Smith,Priya Gupta,yes,no,John,,Silva,,0,0,0,Appeal2,0,0,0,1720851594,Appeal1,1414 Sycamorewood Avenue,,Port Coquitlam,Work,,No Mass Communications,,Opt-in,Opt-in,Inspiration event,1,11,9,1,0.8181818181818182,36939,17831,11468
Hiroshi Nakamura,Bob Brown,Priya Gupta,yes,no,Peter,,김,,0,804546,0,Appeal3,0,0,0,1735297359,Appeal3,909 Fir Street,Unit 898,White Rock,Mobile,No Surveys,No Mass Appeals,No Mass Appeals,Opt-out,Opt-out,Magazine,1,13,13,1,1.0,7635,5623,5124
Parvati Patel,Bob Brown,Priya Gupta,yes,no,Hiroshi,,Lee,Quirky Quacks,0,7102,0,Appeal1,0,0,0,1729923223,Appeal1,707 Redwood Terrace,Unit 232,Coquitlam,Work,,No Mass Appeals,Do Not Email,Opt-out,Opt-out,,0,5,1,0,0.2,52685,47418,18103
Hiroshi Nakamura,Alice Smith,Olga Smirnov,yes,no,Leila,,Ahmed,,0,211377,0,Appeal3,0,0,0,1730401553,Appeal3,444 Dogwood Court,,Delta,Home,No Surveys,No Mass Appeals,No Mass Communications,Opt-in,Opt-out,Appeal,1,15,15,0,1.0,89049,16034,5142
Parvati Patel,Bob Brown,Priya Gupta,yes,no,Zainab,,Nguyen,,918269,736707,886136,Appeal1,1602396552,1590948574,305136,1739142669,Appeal3,454 Birchwood Lane,Apt 666,Delta,Mobile,Do Not Call,No Mass Appeals,No Surveys,Opt-in,Opt-in,Magazine,0,4,2,0,0.5,27885,9167,3744
Parvati Patel,Alice Smith,Priya Gupta,no,no,Peter,,Chen,,699920,523779,46380,Appeal3,1651047164,484077590,269085,1712575882,Appeal2,123 Maple Street,Unit 555,White Rock,Work,No Mass Appeals,No Surveys,No Mass Communications,Opt-in,Opt-in,Thank you,1,7,6,0,0.8571428571428571,94866,77229,64781
Peter Smith,Jane Doe,Chao Nguyen,yes,no,John,,佐藤,,0,0,0,Appeal2,0,0,0,1726825871,Appeal3,1010 Redwoodwood Circle,,Campbell River,Work,,No Mass Appeals,Do Not Email,Opt-out,Opt-in,Newsletter,0,7,5,0,0.7142857142857143,59036,36951,12148
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Peter,Sweetheart,佐藤,,65344,0,18085,Appeal1,1602398419,1129858914,2005,1708604153,Appeal3,454 Birchwood Lane,Apt 565,Williams Lake,Mobile,Do Not Call,No Mass Communications,No Mass Appeals,Opt-in,Opt-in,Survey,1,4,1,1,0.25,78685,64256,54921
Peter Smith,Jane Doe,Chao Nguyen,yes,no,Chao,Champ,Nguyen,,0,909991,0,Appeal2,0,0,0,1733446887,Appeal1,898 Willowwood Road,,Saanich,Mobile,No Surveys,No Mass Communications,Do Not Email,Opt-in,Opt-out,Holiday Card,0,5,2,1,0.4,77972,31910,1327
Gurtrude Schmidt,Jane Doe,Chao Nguyen,yes,no,Zainab,Sugar,Singh,,940871,492876,20481,Appeal2,1602724482,1257447347,241328,1730272281,Appeal3,444 Dogwood Court,Apt 565,Parksville,Home,No Mass Appeals,No Mass Communications,Do Not Email,Opt-in,Opt-out,Magazine,0,3,1,1,0.3333333333333333,19850,14391,12279
Peter Smith,John Doe,Sven Müller,yes,no,Yuki,Sunshine,王,Nonsense Enterprises,208339,860130,19467,Appeal2,1671580487,740262238,7535,1738276593,Appeal1,1212 Firwood Place,Apt 343,Saanich,Home,,,No Mass Communications,Opt-out,Opt-in,Survey,0,3,0,0,0.0,33445,3956,788
Peter Smith,John Doe,Chao Nguyen,no,no,Chao,,Kim,,0,425958,0,Appeal2,0,0,0,1721033081,Appeal2,1010 Redwoodwood Circle,,Campbell River,Mobile,Do Not Call,No Mass Appeals,,Opt-in,Opt-in,Appeal,0,0,0,0,0.0,47982,16490,12764
Peter Smith,John Doe,Sven Müller,yes,no,Ahmed,Champ,Jones,Chuckles & Co.,707848,937736,201330,Appeal2,1681257758,91607888,25839,1731105175,Appeal3,787 Sprucewood Drive,,Saanich,Home,No Mass Appeals,No Surveys,No Surveys,Opt-in,Opt-out,Inspiration event,1,8,5,1,0.625,74227,25348,16497
Peter Smith,Jane Doe,Sven Müller,yes,no,Sergei,,Lee,,599998,712838,158492,Appeal3,1725796035,1035874024,263645,1727902827,Appeal1,404 Spruce Road,Apt 565,Saanich,Mobile,No Mass Communications,,,Opt-out,Opt-out,Holiday Card,1,15,15,0,1.0,10648,6092,2562
Hiroshi Nakamura,Alice Smith,Olga Smirnov,yes,no,Sergei,Buddy,Müller,,0,91099,0,Appeal2,0,0,0,1729798925,Appeal3,232 Oakwood Street,Unit 606,White Rock,Work,No Mass Communications,No Mass Communications,,Opt-out,Opt-in,Holiday Card,0,16,16,0,1.0,94659,80725,23011
Peter Smith,Jane Doe,Sven Müller,yes,no,Olga,Pumpkin,Kumar,,511102,0,87727,Appeal1,1713614380,1331149215,90385,1739859716,Appeal2,808 Cypress Place,,Courtenay,Home,No Surveys,Do Not Email,,Opt-out,Opt-out,,1,7,5,1,0.7142857142857143,49820,47253,42985
Hiroshi Nakamura,Bob Brown,Olga Smirnov,yes,no,Zainab,Love,Иванов,,547367,0,181510,Appeal2,1586162169,1639919133,284495,1733369290,Appeal1,789 Pine Lane,Apt 565,North Vancouver,Mobile,No Mass Appeals,,Do Not Email,Opt-in,Opt-in,Newsletter,1,12,12,1,1.0,79366,26993,1533
Parvati Patel,Bob Brown,Priya Gupta,yes,no,Rajesh,,Smith,,630566,698331,503153,Appeal3,1703470830,1364089207,261417,1719267553,Appeal1,606 Aspen Circle,Unit 999,Surrey,Home,No Mass Appeals,No Mass Communications,No Surveys,Opt-out,Opt-out,Survey,0,1,1,1,1.0,68384,48684,1831
Maria González,Carlos Hernández,Hassan Ahmed,yes,no,Mei,Angel,Gupta,Whatchamacallit Corp.,764960,690267,509061,Appeal1,1671703391,800519247,498632,1730267600,Appeal3,707 Redwood Terrace,Apt 343,Williams Lake,Work,No Surveys,No Surveys,No Mass Communications,Opt-in,Opt-out,Appeal,1,12,12,1,1.0,97511,12428,3775
Hiroshi Nakamura,Alice Smith,Olga Smirnov,yes,no,Ahmed,,González,,0,519989,0,Appeal2,0,0,0,1713820228,Appeal1,454 Birchwood Lane,Unit 555,Richmond,Mobile,No Mass Appeals,Do Not Email,,Opt-in,Opt-out,Newsletter,0,1,0,0,0.0,13072,2338,1636
Parvati Patel,Alice Smith,Priya Gupta,yes,no,Yuki,,Müller,,994491,279369,149779,Appeal1,1683763583,1378478421,299157,1711342279,Appeal2,333 Magnolia Boulevard,,Langley,Work,,No Mass Appeals,No Surveys,Opt-in,Opt-in,,1,15,15,1,1.0,79203,23786,699
Maria González,Carlos Hernández,Hassan Ahmed,yes,no,Maria,,Иванов,,0,0,0,Appeal1,0,0,0,1739984166,Appeal3,1818 Juniperwood Drive,Unit 606,Prince George,Home,No Mass Communications,No Mass Communications,,Opt-in,Opt-out,Survey,1,8,6,0,0.75,84630,46671,25605
Hiroshi Nakamura,Alice Smith,Olga Smirnov,yes,no,Priya,,González,,515621,119505,114259,Appeal3,1697509788,220728044,3380,1718541409,Appeal2,888 Sequoia Circle,Apt 222,Coquitlam,Home,No Mass Communications,No Mass Communications,No Surveys,Opt-out,Opt-out,Magazine,1,6,5,1,0.8333333333333334,37802,27854,17314
Gurtrude Schmidt,Jane Doe,Sven Müller,no,no,Sergei,,Иванов,Whatchamacallit Corp.,0,682905,0,Appeal1,0,0,0,1728688316,Appeal2,333 Magnolia Boulevard,,Nanaimo,Home,No Mass Appeals,,Do Not Email,Opt-in,Opt-out,Holiday Card,1,4,1,0,0.25,58818,56490,6926
Peter Smith,Jane Doe,Chao Nguyen,no,no,Priya,,García,Chuckles & Co.,0,534306,0,Appeal1,0,0,0,1711572113,Appeal2,777 Laurel Way,,Parksville,Home,,,Do Not Email,Opt-out,Opt-out,Survey,0,13,13,1,1.0,12522,7538,5183
Gurtrude Schmidt,Jane Doe,Chao Nguyen,no,no,Amina,Peach,López,,242661,879469,168077,Appeal1,1710938331,151862598,27406,1731492880,Appeal1,1111 Cypresswood Terrace,Apt 909,Saanich,Home,No Surveys,No Mass Appeals,Do Not Email,Opt-in,Opt-out,Inspiration event,1,3,2,1,0.6666666666666666,63351,30166,30056
Parvati Patel,Alice Smith,Priya Gupta,yes,no,Hassan,,Singh,,807231,981111,690740,Appeal3,1702188243,902639401,504083,1737525598,Appeal1,232 Oakwood Street,Unit 676,Surrey,Work,Do Not Call,No Surveys,No Mass Appeals,Opt-out,Opt-in,Event,1,6,5,1,0.8333333333333334,54843,2779,2084
Maria González,Carlos Hernández,Hassan Ahmed,yes,no,Ingrid,Cutie,Hernández,,143066,254048,98167,Appeal3,1630540197,578064626,57185,1711572584,Appeal3,787 Sprucewood Drive,Apt 343,Kamloops,Mobile,Do Not Call,No Mass Communications,No Surveys,Opt-out,Opt-out,Appeal,1,6,4,1,0.6666666666666666,53582,42598,8130
Maria González,Carlos Hernández,Hassan Ahmed,yes,no,Hassan,Sunshine,Gupta,,878232,689311,70915,Appeal1,1714222787,676422827,748417,1736689344,Appeal3,454 Birchwood Lane,Unit 111,Vernon,Home,No Mass Communications,Do Not Email,No Mass Appeals,Opt-out,Opt-in,Holiday Card,1,0,0,0,0.0,99426,34828,26160
Parvati Patel,Alice Smith,Priya Gupta,no,no,Zainab,,Иванов,,840942,895768,376523,Appeal2,1617803782,390190795,267522,1712958254,Appeal2,121 Maplewood Place,,Burnaby,Mobile,No Mass Communications,No Mass Appeals,,Opt-in,Opt-in,Appeal,1,11,9,0,0.8181818181818182,95740,6271,4868
Parvati Patel,Alice Smith,Priya Gupta,yes,no,Rajesh,Beloved,Jones,Wacky Widgets,721554,798080,243160,Appeal3,1613941894,922295554,203133,1736334618,Appeal2,202 Cedar Court,Unit 333,Burnaby,Home,,No Mass Appeals,,Opt-out,Opt-out,Thank you,1,13,12,1,0.9230769230769231,77688,64500,38135
Gurtrude Schmidt,Jane Doe,Sven Müller,yes,no,Carlos,,García,Whimsy Works,0,987995,0,Appeal3,0,0,0,1739179702,Appeal1,888 Sequoia Circle,Unit 606,Saanich,Work,No Mass Appeals,No Mass Appeals,Do Not Email,Opt-out,Opt-out,,0,5,3,1,0.6,57270,31607,23341
Hiroshi Nakamura,Alice Smith,Priya Gupta,yes,no,Sergei,,Kim,Laughing Labs,0,212242,0,Appeal2,0,0,0,1716183331,Appeal1,909 Aspenwood Way,,White Rock,Home,Do Not Call,No Surveys,No Surveys,Opt-out,Opt-in,,0,12,12,0,1.0,24136,8544,4686
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Bob,,Gupta,Nonsense Enterprises,0,172641,0,Appeal3,0,0,0,1732010485,Appeal3,333 Magnolia Boulevard,Unit 404,Prince George,Work,Do Not Call,No Surveys,,Opt-in,Opt-in,Appeal,1,4,3,1,0.75,73330,20495,10808
Parvati Patel,Bob Brown,Priya Gupta,no,no,Yuki,,García,Laughing Labs,458008,435592,313299,Appeal3,1721270124,869174260,34295,1727883100,Appeal3,303 Elm Drive,,Abbotsford,Mobile,Do Not Call,No Mass Communications,No Mass Communications,Opt-in,Opt-in,Thank you,0,11,9,0,0.8181818181818182,22882,16504,10666
Parvati Patel,Alice Smith,Priya Gupta,no,no,Maria,,Lee,,933976,338371,856850,Appeal3,1739269236,1280102275,670772,1709414565,Appeal3,202 Cedar Court,,Coquitlam,Work,No Surveys,No Mass Communications,,Opt-out,Opt-in,Holiday Card,1,4,4,1,1.0,41821,35816,35436
Hiroshi Nakamura,Bob Brown,Olga Smirnov,yes,no,Fatima,,Lee,,0,204113,0,Appeal3,0,0,0,1728250677,Appeal1,565 Cedarwood Boulevard,,Vancouver,Mobile,No Surveys,No Mass Appeals,No Surveys,Opt-in,Opt-out,Magazine,0,12,9,1,0.75,34997,12974,7355
Peter Smith,Jane Doe,Chao Nguyen,no,no,Dimitri,,김,,0,952347,0,Appeal3,0,0,0,1723275886,Appeal1,333 Magnolia Boulevard,Unit 111,Parksville,Home,No Mass Communications,No Mass Communications,Do Not Email,Opt-out,Opt-in,Inspiration event,1,7,7,0,1.0,9354,6358,3963
Hiroshi Nakamura,Alice Smith,Priya Gupta,no,no,Fatima,Sugar,Singh,,0,0,0,Appeal2,0,0,0,1716798808,Appeal1,454 Birchwood Lane,,Port Coquitlam,Home,No Mass Appeals,No Mass Appeals,No Surveys,Opt-out,Opt-in,Newsletter,1,6,4,1,0.6666666666666666,16299,6047,985
Hiroshi Nakamura,Alice Smith,Olga Smirnov,no,no,Jane,,García,,0,343227,0,Appeal2,0,0,0,1724411087,Appeal2,1111 Cypresswood Terrace,Apt 787,Richmond,Home,,No Mass Communications,,Opt-out,Opt-out,Holiday Card,1,5,4,0,0.8,86628,53237,21579
Hiroshi Nakamura,Alice Smith,Olga Smirnov,no,no,Juan,Precious,Kim,,650659,103215,702,Appeal3,1725965220,884847310,79978,1714477032,Appeal1,789 Pine Lane,,Richmond,Work,,No Mass Appeals,No Surveys,Opt-in,Opt-in,,1,8,7,0,0.875,83854,81762,74343
Hiroshi Nakamura,Alice Smith,Olga Smirnov,no,no,Alice,,Brown,,966072,494540,658070,Appeal2,1721886856,1502016171,775524,1727704278,Appeal3,808 Cypress Place,Unit 202,Langley,Home,,No Mass Appeals,,Opt-in,Opt-out,Inspiration event,1,9,3,0,0.3333333333333333,21947,19616,17837
Parvati Patel,Bob Brown,Olga Smirnov,no,no,Chao,,Williams,,0,216668,0,Appeal2,0,0,0,1726298634,Appeal3,123 Maple Street,Unit 606,Surrey,Mobile,No Surveys,No Surveys,Do Not Email,Opt-in,Opt-in,,0,12,11,1,0.9166666666666666,1355,1112,314
Peter Smith,Jane Doe,Chao Nguyen,no,no,Leila,Sunshine,Singh,,0,632674,0,Appeal3,0,0,0,1724956041,Appeal3,1212 Firwood Place,Apt 666,Campbell River,Work,Do Not Call,Do Not Email,No Mass Appeals,Opt-in,Opt-out,Holiday Card,1,15,15,1,1.0,57970,15509,5787
Hiroshi Nakamura,Alice Smith,Priya Gupta,no,no,Amina,,김,,912106,507370,4824,Appeal3,1718386391,1098721765,490977,1738605792,Appeal2,232 Oakwood Street,Apt 222,Delta,Home,No Mass Appeals,Do Not Email,Do Not Email,Opt-in,Opt-in,Thank you,1,15,15,1,1.0,79161,28734,13417
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Priya,,Nguyen,,55654,657518,50272,Appeal3,1673102918,1634399821,2602,1725881679,Appeal2,787 Sprucewood Drive,Unit 404,Kamloops,Work,,Do Not Email,No Mass Communications,Opt-in,Opt-in,Holiday Card,0,2,0,0,0.0,17163,2643,785
Hiroshi Nakamura,Alice Smith,Olga Smirnov,no,no,Jane,Buttercup,Chen,,0,432089,0,Appeal1,0,0,0,1739872397,Appeal3,404 Spruce Road,Unit 333,Delta,Home,No Mass Communications,No Surveys,Do Not Email,Opt-in,Opt-in,Event,1,4,3,1,0.75,92733,67153,34490
Maria González,Carlos Hernández,Hassan Ahmed,yes,no,Zainab,,Silva,Wacky Widgets,0,863882,0,Appeal2,0,0,0,1733190161,Appeal1,666 Juniper Road,Apt 101,Kelowna,Mobile,,No Mass Communications,No Mass Appeals,Opt-in,Opt-out,Thank you,0,14,14,1,1.0,23281,6164,409
Parvati Patel,Bob Brown,Priya Gupta,no,no,Mei,,Kim,,391985,247779,204197,Appeal1,1661214837,1252540217,100325,1712972710,Appeal1,666 Juniper Road,Apt 121,West Vancouver,Work,No Surveys,No Mass Communications,No Surveys,Opt-out,Opt-out,Appeal,1,13,13,1,1.0,85469,81110,77730
Parvati Patel,Bob Brown,Priya Gupta,yes,no,Jane,,Müller,Whatchamacallit Corp.,0,758592,0,Appeal2,0,0,0,1720252309,Appeal2,1919 Laurelwood Road,Apt 909,Vancouver,Home,Do Not Call,No Mass Communications,No Mass Appeals,Opt-out,Opt-out,Appeal,0,13,12,1,0.9230769230769231,44266,7275,1114
Parvati Patel,Alice Smith,Olga Smirnov,no,no,Sergei,,Chen,,777391,949143,583607,Appeal2,1734995984,1130189049,60491,1738876846,Appeal2,666 Juniper Road,,Surrey,Work,Do Not Call,No Mass Appeals,No Mass Appeals,Opt-in,Opt-in,Holiday Card,0,3,0,0,0.0,82594,16595,8473
Hiroshi Nakamura,Bob Brown,Priya Gupta,yes,no,Juan,,Brown,,906127,77684,699428,Appeal3,1661232158,715626938,58231,1731626934,Appeal3,202 Cedar Court,Apt 787,Langley,Mobile,Do Not Call,,No Mass Communications,Opt-out,Opt-out,Event,1,15,15,1,1.0,73508,28064,7662
Parvati Patel,Alice Smith,Olga Smirnov,yes,no,Hiroshi,Babe,Chen,,38057,83286,14019,Appeal3,1601437802,454310460,13461,1731744482,Appeal2,888 Sequoia Circle,Unit 232,Vancouver,Home,No Surveys,No Mass Communications,No Mass Appeals,Opt-out,Opt-out,Event,1,15,15,1,1.0,74522,30580,2433
Hiroshi Nakamura,Bob Brown,Priya Gupta,yes,no,Carlos,,김,,0,492396,0,Appeal3,0,0,0,1719990984,Appeal2,707 Redwood Terrace,Apt 909,North Vancouver,Home,,No Mass Communications,,Opt-out,Opt-in,Holiday Card,0,16,16,1,1.0,78524,1231,739
Maria González,Carlos Hernández,Hassan Ahmed,yes,no,Maria,,García,,509259,162868,373289,Appeal1,1637319533,1148473793,245949,1716906218,Appeal1,787 Sprucewood Drive,,Vernon,Home,No Surveys,No Mass Appeals,No Mass Appeals,Opt-in,Opt-in,Holiday Card,1,6,5,1,0.8333333333333334,29277,27079,24344
Gurtrude Schmidt,John Doe,Chao Nguyen,no,no,John,Dear,佐藤,,0,922916,0,Appeal3,0,0,0,1718245156,Appeal1,1717 Hickorywood Court,,Victoria,Home,,Do Not Email,,Opt-out,Opt-in,Appeal,1,15,15,1,1.0,48073,34802,4532
Peter Smith,John Doe,Chao Nguyen,yes,no,Leila,Beloved,Иванов,Wacky Widgets,0,858617,0,Appeal1,0,0,0,1714931887,Appeal3,1616 Dogwoodwood Boulevard,,Campbell River,Work,No Mass Communications,No Mass Communications,Do Not Email,Opt-out,Opt-out,Research update,1,3,1,1,0.3333333333333333,57644,49913,40718
Maria González,Carlos Hernández,Hassan Ahmed,yes,no,Yuki,Sunshine,Ahmed,,748962,214809,194109,Appeal3,1602468242,1084541638,22804,1724987366,Appeal3,1717 Hickorywood Court,Apt 909,Vernon,Home,No Mass Appeals,,,Opt-in,Opt-in,Thank you,1,11,8,1,0.7272727272727273,57246,44854,13948
Parvati Patel,Alice Smith,Olga Smirnov,no,no,Sergei,,Silva,Jokester Junction,657468,140559,176625,Appeal1,1708148817,1138567334,41052,1734728480,Appeal2,1111 Cypresswood Terrace,,Burnaby,Home,,No Mass Appeals,No Mass Appeals,Opt-out,Opt-out,Holiday Card,1,13,13,1,1.0,67009,23222,18162
Parvati Patel,Bob Brown,Olga Smirnov,no,no,Maria,,Smirnov,,0,750886,0,Appeal1,0,0,0,1739192899,Appeal2,1414 Sycamorewood Avenue,Unit 111,Burnaby,Work,,Do Not Email,No Mass Appeals,Opt-out,Opt-out,,1,16,16,0,1.0,37530,5900,711
Gurtrude Schmidt,John Doe,Sven Müller,no,no,Ingrid,,Singh,Hilarity Holdings,0,644690,0,Appeal3,0,0,0,1713117034,Appeal3,121 Maplewood Place,Unit 202,Nanaimo,Home,,No Mass Communications,,Opt-in,Opt-out,Event,1,13,12,1,0.9230769230769231,81635,43529,34946
